id,age,gender,height_cm,weight_kg,body_fat_%,diastolic,systolic,gripForce,sit_and_bend_forward_cm,sit-ups_counts,broad_jump_cm,y_true,y_predict,high_performance,mid_performance,low_performance
11130,<25,F,under_160,55-mid-79,over_30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11131,26-35,F,under_160,under_55,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11132,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11133,<25,M,over_176,55-mid-79,under_15,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11134,>55,M,160-mid-176,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11135,46-55,F,under_160,55-mid-79,over_30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
11136,<25,F,160-mid-176,55-mid-79,over_30,under_68,under_115,under_26,over_23,25-mid-54,under_150,high_performance,high_performance,1,0,0
11137,36-45,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11138,46-55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11139,<25,M,over_176,over_79,15-mid-30,over_89,over_144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11140,<25,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11141,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
11142,36-45,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11143,46-55,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11144,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11145,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11146,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11147,36-45,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11148,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11149,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,under_6,25-mid-54,over_229,low_performance,low_performance,0,0,1
11150,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11151,<25,F,under_160,55-mid-79,15-mid-30,under_68,under_115,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11152,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11153,>55,M,160-mid-176,55-mid-79,under_15,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11154,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11155,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11156,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11157,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
11158,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,over_54,150-mid-229,low_performance,low_performance,0,0,1
11159,26-35,F,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11160,26-35,M,over_176,over_79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11161,<25,F,under_160,under_55,15-mid-30,68-mid-89,under_115,under_26,over_23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
11162,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11163,26-35,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,high_performance,high_performance,1,0,0
11164,26-35,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11165,26-35,M,over_176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11166,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11167,<25,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11168,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,under_150,high_performance,high_performance,1,0,0
11169,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11170,<25,F,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11171,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11172,26-35,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
11173,26-35,M,over_176,55-mid-79,15-mid-30,under_68,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11174,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11175,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11176,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11177,36-45,F,160-mid-176,under_55,over_30,68-mid-89,under_115,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11178,>55,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11179,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11180,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11181,46-55,F,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,under_26,under_6,under_25,150-mid-229,low_performance,low_performance,0,0,1
11182,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11183,36-45,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,mid_performance,high_performance,1,0,0
11184,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11185,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,over_144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11186,<25,M,160-mid-176,55-mid-79,under_15,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11187,<25,M,160-mid-176,over_79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11188,36-45,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11189,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11190,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11191,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11192,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11193,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11194,<25,M,over_176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11195,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11196,36-45,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,over_23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11197,>55,F,under_160,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,over_23,under_25,under_150,high_performance,high_performance,1,0,0
11198,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,over_144,under_26,6-mid-23,25-mid-54,under_150,mid_performance,mid_performance,0,1,0
11199,46-55,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11200,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11201,26-35,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,over_54,150-mid-229,mid_performance,mid_performance,0,1,0
11202,>55,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,high_performance,high_performance,1,0,0
11203,26-35,F,160-mid-176,55-mid-79,over_30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11204,46-55,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11205,<25,M,160-mid-176,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
11206,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11207,<25,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11208,46-55,M,160-mid-176,over_79,15-mid-30,over_89,over_144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11209,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11210,36-45,F,160-mid-176,55-mid-79,over_30,under_68,under_115,under_26,over_23,under_25,under_150,mid_performance,mid_performance,0,1,0
11211,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11212,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11213,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11214,36-45,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,mid_performance,high_performance,1,0,0
11215,36-45,F,under_160,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11216,<25,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11217,26-35,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11218,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,150-mid-229,high_performance,high_performance,1,0,0
11219,>55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11220,26-35,M,over_176,55-mid-79,under_15,over_89,over_144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11221,36-45,F,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11222,46-55,F,under_160,55-mid-79,over_30,under_68,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11223,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11224,26-35,M,over_176,over_79,under_15,68-mid-89,115-mid-144,over_47,over_23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11225,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,under_115,26-mid-47,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11226,<25,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,under_6,25-mid-54,under_150,low_performance,low_performance,0,0,1
11227,>55,M,160-mid-176,over_79,over_30,over_89,over_144,26-mid-47,under_6,under_25,under_150,low_performance,low_performance,0,0,1
11228,<25,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,over_23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11229,<25,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11230,26-35,M,160-mid-176,over_79,15-mid-30,68-mid-89,115-mid-144,over_47,over_23,over_54,over_229,high_performance,high_performance,1,0,0
11231,26-35,F,under_160,55-mid-79,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11232,46-55,F,under_160,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,under_150,low_performance,low_performance,0,0,1
11233,<25,F,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11234,>55,F,under_160,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11235,36-45,F,160-mid-176,under_55,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11236,36-45,M,160-mid-176,55-mid-79,15-mid-30,over_89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11237,>55,F,under_160,under_55,over_30,68-mid-89,115-mid-144,under_26,over_23,under_25,150-mid-229,high_performance,high_performance,1,0,0
11238,>55,M,under_160,55-mid-79,over_30,68-mid-89,over_144,26-mid-47,6-mid-23,under_25,150-mid-229,low_performance,low_performance,0,0,1
11239,<25,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11240,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11241,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11242,46-55,F,160-mid-176,55-mid-79,over_30,over_89,over_144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11243,<25,F,under_160,under_55,over_30,over_89,115-mid-144,under_26,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11244,26-35,M,160-mid-176,55-mid-79,15-mid-30,under_68,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11245,<25,M,160-mid-176,over_79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11246,26-35,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11247,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11248,26-35,F,160-mid-176,under_55,15-mid-30,under_68,under_115,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11249,46-55,F,under_160,under_55,15-mid-30,68-mid-89,under_115,under_26,over_23,25-mid-54,under_150,high_performance,high_performance,1,0,0
11250,36-45,F,160-mid-176,under_55,15-mid-30,under_68,under_115,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11251,>55,M,160-mid-176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,high_performance,high_performance,1,0,0
11252,46-55,F,under_160,55-mid-79,15-mid-30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11253,>55,M,160-mid-176,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,under_25,150-mid-229,mid_performance,mid_performance,0,1,0
11254,<25,M,over_176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11255,26-35,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11256,>55,F,under_160,55-mid-79,15-mid-30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,under_150,high_performance,high_performance,1,0,0
11257,>55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11258,26-35,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11259,<25,M,over_176,over_79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,over_229,mid_performance,mid_performance,0,1,0
11260,26-35,F,under_160,55-mid-79,over_30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
11261,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11262,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,over_144,over_47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11263,36-45,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11264,<25,M,160-mid-176,under_55,15-mid-30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,over_229,low_performance,low_performance,0,0,1
11265,<25,M,160-mid-176,over_79,over_30,over_89,115-mid-144,26-mid-47,under_6,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11266,26-35,M,160-mid-176,55-mid-79,under_15,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11267,26-35,M,over_176,55-mid-79,under_15,68-mid-89,115-mid-144,26-mid-47,6-mid-23,over_54,over_229,high_performance,high_performance,1,0,0
11268,>55,M,160-mid-176,55-mid-79,over_30,over_89,over_144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11269,<25,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,mid_performance,mid_performance,0,1,0
11270,46-55,M,160-mid-176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,over_47,6-mid-23,over_54,over_229,mid_performance,mid_performance,0,1,0
11271,>55,F,under_160,under_55,15-mid-30,68-mid-89,over_144,under_26,6-mid-23,under_25,under_150,mid_performance,mid_performance,0,1,0
11272,36-45,M,over_176,55-mid-79,15-mid-30,68-mid-89,115-mid-144,26-mid-47,6-mid-23,25-mid-54,150-mid-229,low_performance,low_performance,0,0,1
11273,36-45,F,160-mid-176,55-mid-79,over_30,68-mid-89,115-mid-144,under_26,6-mid-23,under_25,under_150,low_performance,low_performance,0,0,1
